date,permit_number,sequence_number,input_order,inspection_type,address,permit,result,inspector,result_clean,inspection_clean,zip
2025-06-02,2025035696,2,14,FINAL,15782 SW 91 ST,PLUM,INSPECT QTY ASSURANCE PARTIAL,Horacio Cruz,OTHER,Final,32618
2025-06-02,2025045050,8,10,FINAL,7681 SW 103 PL,ROOF,APPROVED,Christopher Suleman,APPROVED,Final,33173
2025-06-02,2024044305,5,15,CANCELLATION REQ/VERIFY WORK,9440 SW 61 ST,BLDG,APPROVED,Felix Barrios,APPROVED,Administrative/Other,33173
2025-06-02,2024063732,1,3,FINAL,7755 NW 178 ST,PLUM,APPROVED,Anthony Trujillo,APPROVED,Final,33015
2025-06-02,2025042669,7,8,FINAL,9791 SW 157 TER,ELEC,REJECTED APPROVED PLANS REQ.,Alberto Diaz,REJECTED,Final,33157
2025-06-02,2024022578,1,1,ROUGH,1611 NW 12 AVE,PLUM,APPROVED PARTIAL,Troy Terry,APPROVED,Rough/Structural,33136
2025-06-02,2025038576,0,12,ROUGH/SLAB,18333 SW 138 CT,ELEC,APPROVED PARTIAL,Rey Rubio,APPROVED,Rough/Structural,33177
2025-06-02,2024052867,1,8,ROUGH,2335 NE 186 ST,PLUM,APPROVED PARTIAL,Anthony Trujillo,APPROVED,Rough/Structural,33180
2025-06-02,2023071193,1,5,FINAL,6955 SW 24 ST,PLUM,APPROVED,Robert Gonzalez,APPROVED,Final,33155
2025-06-02,2024052867,1,8,ROUGH,2335 NE 186 ST,PLUM,APPROVED PARTIAL,Anthony Trujillo,APPROVED,Rough/Structural,33180
2025-06-02,2025025356,3,18,FINAL,6624 SW 69 AVE,ROOF,NOT PERFORMED. BAD WEATHER,Christopher Suleman,CANCELLED,Final,33143
2025-06-02,2025038960,20,29,ROOF TRUSS/PERM BRACING/SHEATH,1730 NW 81 TER,BLDG,CARRY OVER,Alexander Bedoya,OTHER,Roof,33147
2025-06-02,2025036448,9,15,ROOF TRUSS/PERM BRACING/SHEATH,16302 SW 147 PL,BLDG,NOT PERFORMED. BAD WEATHER,Angel Castro,CANCELLED,Roof,34432
2025-06-02,2024022418,19,7,FINAL,470 NE 167 ST,BLDG,APPROVED,Hugo Morales,APPROVED,Final,33162
2025-06-02,2024063732,1,3,FINAL,7755 NW 178 ST,PLUM,APPROVED,Anthony Trujillo,APPROVED,Final,33015
2025-06-02,2025046418,11,8,TIME OF INSTALLATION,11195 SW 112TH TER,ROOF,CORRECTIONS REQUIRED,Everildo Perez,REJECTED,Pre-Construction/Anchors,33176
2025-06-02,2025046693,24,14,FINAL,2601 NW 95 ST,ROOF,APPROVED,Miguel Toledo,APPROVED,Final,34475
2025-06-02,2024010843,1,4,FINAL,14592 SW 129 ST,PLUM,PARTIAL APPROVE COMPLX STRUCT,Alexander Blanco,APPROVED,Final,33186
2025-06-02,2025046154,10,13,BEFORE ANCHOR SHEET IS COVERED,6421 SW 107 CT,ROOF,REJECTED REVISE PLANS REQ,Christopher Suleman,REJECTED,Pre-Construction/Anchors,33173
2025-06-02,2024052867,1,8,ROUGH,2335 NE 186 ST,PLUM,APPROVED PARTIAL,Anthony Trujillo,APPROVED,Rough/Structural,33180
2025-06-02,2024022578,1,1,ROUGH,1611 NW 12 AVE,PLUM,APPROVED PARTIAL,Troy Terry,APPROVED,Rough/Structural,33136
2025-06-02,2025036446,12,16,ROOF TRUSS/PERM BRACING/SHEATH,16262 SW 147 PL,BLDG,NOT PERFORMED. BAD WEATHER,Angel Castro,CANCELLED,Roof,34432
2025-06-02,2025019672,5,17,ROUGH,9695 SW 168 ST,ELEC,NOT READY FOR INSPECTION,Elton Suarez,OTHER,Rough/Structural,33157
2025-06-02,2024063732,1,3,FINAL,7755 NW 178 ST,PLUM,APPROVED,Anthony Trujillo,APPROVED,Final,33015
2025-06-02,2025030714,18,8,FINAL,17495 NE 6 AVE,BLDG,APPROVED,Hugo Morales,APPROVED,Final,33162
2025-06-02,2025039736,4,9,TILE PLACING (INTERMEDIATE),15542 SW 112 DR,ROOF,CANCELLATION BY INTERNET,Jhan Pineiro  Bernal,CANCELLED,Framing/Drywall,33196
2025-06-02,2025031595,21,17,LATHING/FIREWALL/DRYWALL INSPE,7740 NW 15 AVE,BLDG,APPRVD PARTIAL/EXTRA INSP REQ,Alejandro Romero,APPROVED,Framing/Drywall,33147
2025-06-02,2025044683,12,15,FINAL,1820 NW 90 ST,ROOF,CANCELLATION BY INTERNET,Miguel Toledo,CANCELLED,Final,32615
2025-06-02,2025023435,15,11,FRAMING/FIRE STOPPING WINDOWS,11450 SW 79 ST,BLDG,INSPECTION CANCELLATION,Marisol Hernandez,CANCELLED,Framing/Drywall,32618
2025-06-02,2024052867,1,8,ROUGH,2335 NE 186 ST,PLUM,APPROVED PARTIAL,Anthony Trujillo,APPROVED,Rough/Structural,33180
2025-06-02,2025040884,8,4,BUCK AND FASTENER,12360 SW 132 CT 214,BLDG,APPROVED,Angel Castro,APPROVED,Pre-Construction/Anchors,33186
2025-06-02,2025017910,3,17,FINAL,14261 SW 119 AVE,ELEC,APPROVED,Rolando Rosales,APPROVED,Final,32618
2025-06-02,2025047734,11,16,ROUGH/SLAB,15040 SW 167 ST,ELEC,PARTIAL APPROVE COMPLX STRUCT,Gizelle Andrews,APPROVED,Rough/Structural,33187
2025-06-02,2025037162,10,18,ROOF TRUSS/PERM BRACING/SHEATH,16242 SW 147 PL,BLDG,NOT PERFORMED. BAD WEATHER,Angel Castro,CANCELLED,Roof,34432
2025-06-02,2024063732,1,3,FINAL,7755 NW 178 ST,PLUM,APPROVED,Anthony Trujillo,APPROVED,Final,33015
2025-06-02,2024022578,1,1,ROUGH,1611 NW 12 AVE,PLUM,APPROVED PARTIAL,Troy Terry,APPROVED,Rough/Structural,33136
2025-06-02,2024022578,1,1,ROUGH,1611 NW 12 AVE,PLUM,APPROVED PARTIAL,Troy Terry,APPROVED,Rough/Structural,33136
2025-06-02,2025046418,10,7,BEFORE ANCHOR SHEET IS COVERED,11195 SW 112TH TER,ROOF,REJECTED PLAN & PERMIT MISSING,Everildo Perez,REJECTED,Pre-Construction/Anchors,33176
2025-06-02,2024049431,0,3,BUCK AND FASTENER,15161 NE 8 AVE,BLDG,APPROVED,Hugo Morales,APPROVED,Pre-Construction/Anchors,33162
2025-06-02,2025045177,0,21,FINAL,461 SW 89 CT,ROOF,APPROVED,Miguel Toledo,APPROVED,Final,33174
2025-06-02,2025042486,7,23,FOUNDATION/MONOLITHIC SLAB,7101 SW 60 ST,BLDG,APPROVED,Felix Barrios,APPROVED,Slab/Foundation,33143
2025-06-02,2024069815,3,16,FINAL,8501 SW 94 AVE,PLUM,APPROVED,Barnette  K Gunn,APPROVED,Final,33173
2025-06-02,2025034199,1,9,FOUNDATION/MONOLITHIC SLAB,1 OPF 14225 AVIATION DR,BLDG,INSPECTION CANCELLATION,Saleem Koliwala,CANCELLED,Slab/Foundation,33014
2025-06-02,2025031110,4,10,POOL PIPING,5959 SW 49 ST,PLUM,APPROVED,Robert Gonzalez,APPROVED,Plumbing/Pool/Service,33155
2025-06-02,2024052867,1,8,ROUGH,2335 NE 186 ST,PLUM,APPROVED PARTIAL,Anthony Trujillo,APPROVED,Rough/Structural,33180
2025-06-02,2024056915,2,1,FINAL,1 MIA FLAMINGO CENTER CORE 3,ELEC,APPROVED,Robert Cutie,APPROVED,Final,
2025-06-02,2025039736,4,9,TILE PLACING (INTERMEDIATE),15542 SW 112 DR,ROOF,CANCELLATION BY INTERNET,Jhan Pineiro  Bernal,CANCELLED,Framing/Drywall,33196
2025-06-02,2025048136,5,13,FINAL,12273 SW 27 ST,ROOF,APPROVED,Russell Van  Baush,APPROVED,Final,33175
2025-06-02,2024052867,1,8,ROUGH,2335 NE 186 ST,PLUM,APPROVED PARTIAL,Anthony Trujillo,APPROVED,Rough/Structural,33180
2025-06-02,2025014095,0,2,FRAMING/FIRE STOPPING WINDOWS,641 SW 93 CT,BLDG,APPROVED,Alejandro Romero,APPROVED,Framing/Drywall,33174
2025-06-02,2023071193,1,5,FINAL,6955 SW 24 ST,PLUM,APPROVED,Robert Gonzalez,APPROVED,Final,33155
2025-06-02,2024022578,1,1,ROUGH,1611 NW 12 AVE,PLUM,APPROVED PARTIAL,Troy Terry,APPROVED,Rough/Structural,33136
2025-06-02,2025044860,7,8,CAP SHEET INSTALLATION,12508 SW 121 AVE,ROOF,APPROVED,Jhan Pineiro  Bernal,APPROVED,Roof,33186
2025-06-02,2025042936,2,11,FINAL,12252 SW 143 LN,ROOF,APPROVED,Everildo Perez,APPROVED,Final,33186
2025-06-02,2025029596,4,13,ROUGH,3038 NW 48 TER,ELEC,NOT READY FOR INSPECTION,Lawrence Molina,OTHER,Rough/Structural,33313
2025-06-02,2024010843,1,4,FINAL,14592 SW 129 ST,PLUM,PARTIAL APPROVE COMPLX STRUCT,Alexander Blanco,APPROVED,Final,33186
2025-06-02,2025035548,2,12,TIME OF INSTALLATION,11820 SW 26 TER,ROOF,CORRECTIONS REQUIRED,Russell Van  Baush,REJECTED,Pre-Construction/Anchors,33175
2025-06-02,2025022087,1,5,FINAL,27528 SW 133 AVE,BLDG,APPROVED,Pedro Clemente,APPROVED,Final,33170
2025-06-02,2024022578,1,1,ROUGH,1611 NW 12 AVE,PLUM,APPROVED PARTIAL,Troy Terry,APPROVED,Rough/Structural,33136
2025-06-02,2025041748,0,6,ROUGH,1032 SW 88 AVE,ELEC,APPROVED PARTIAL,Lawrence Molina,APPROVED,Rough/Structural,33174
2025-06-02,2025042830,11,9,FOUNDATION/MONOLITHIC SLAB,27333 SW 133 PATH,BLDG,APPROVED,Pedro Clemente,APPROVED,Slab/Foundation,33032
2025-06-02,2024052867,1,8,ROUGH,2335 NE 186 ST,PLUM,APPROVED PARTIAL,Anthony Trujillo,APPROVED,Rough/Structural,33180
2025-06-02,2024052867,1,8,ROUGH,2335 NE 186 ST,PLUM,APPROVED PARTIAL,Anthony Trujillo,APPROVED,Rough/Structural,33180
2025-06-02,2025042651,5,20,BEFORE ANCHOR SHEET IS COVERED,7716 SW 102 PL,ROOF,CANCELLATION BY INTERNET,Christopher Suleman,CANCELLED,Pre-Construction/Anchors,33173
2025-06-02,2025032989,7,25,FRAMING/FIRE STOPPING WINDOWS,1955 SW 123 CT,BLDG,CARRY OVER,Marisol Hernandez,OTHER,Framing/Drywall,33175
2025-06-02,2025043678,6,15,TIME OF INSTALLATION,9491 SW 67 ST,ROOF,APPROVED,Christopher Suleman,APPROVED,Pre-Construction/Anchors,33173
2025-06-02,2025040300,4,16,FINAL,15482 SW 60 ST,ROOF,APPROVED,Jhan Pineiro  Bernal,APPROVED,Final,33173
2025-06-02,2025047118,8,13,FINAL,25050 SW 129 CT,BLDG,APPROVED,Pedro Clemente,APPROVED,Final,33032
2025-06-02,2025047868,10,13,FOUNDATION GROUNDING,19627 SW 339 TER,ELEC,APPROVED,Leo Fuentes,APPROVED,Slab/Foundation,33035
2025-06-02,2025043921,5,11,BUCK AND FASTENER,3807 SW 82 AVE IV-15,BLDG,REJECTED NOT ACCESSIBLE,Felix Barrios,REJECTED,Pre-Construction/Anchors,33155
2025-06-02,2025047375,11,13,CAP SHEET INSTALLATION,18124 NW 63 CT,ROOF,APPROVED,Joel Grillo,APPROVED,Roof,33015
2025-06-02,2025020608,0,4,CHECK SPECIAL INSPECTOR LOG,6800 SW 45TH LANE 13,BLDG,APPROVED,Jean  Socrate Devilme,APPROVED,Administrative/Other,33155
2025-06-02,2023071193,1,5,FINAL,6955 SW 24 ST,PLUM,APPROVED,Robert Gonzalez,APPROVED,Final,33155
2025-06-02,2025035354,1,4,TIME OF INSTALLATION,8220 SW 43 ST,ROOF,APPROVED,Miguel Toledo,APPROVED,Pre-Construction/Anchors,33155
2025-06-02,2024022578,1,1,ROUGH,1611 NW 12 AVE,PLUM,APPROVED PARTIAL,Troy Terry,APPROVED,Rough/Structural,33136
2025-06-02,2025019551,0,8,CHECK SPECIAL INSPECTOR LOG,6825 SW 45 LN 19,BLDG,APPROVED,Jean  Socrate Devilme,APPROVED,Administrative/Other,33155
2025-05-30,2025034199,2,3,TIE BEAM/REINFORCING,1 OPF 14225 AVIATION DR,BLDG,PARTIAL APPROVE COMPLX STRUCT,Saleem Koliwala,APPROVED,Slab/Foundation,33014
2025-05-30,2025037161,11,26,ROOF TRUSS/PERM BRACING/SHEATH,16241 SW 148 AVE,BLDG,APPRVD PARTIAL/EXTRA INSP REQ,Carlos Bolanos,APPROVED,Roof,33027
2025-05-30,2025047711,1,5,FINAL,1OPF BLDG 225,ELEC,REJECTED MULTI INSPECTED BLDG,Robert Cutie,REJECTED,Final,
2025-05-30,2020036659,1,12,ROUGH,13300 SW 120 ST,PLUM,REJECTED APPROVED PLANS REQ.,Lazaro Chavez,REJECTED,Rough/Structural,33186
2025-05-30,2025047563,2,14,ROUGH,1403 NE 167 ST,ELEC,CANCELLATION BY INTERNET,Jerry Henry,CANCELLED,Rough/Structural,33162
2025-05-30,2025037183,6,22,CAP SHEET INSTALLATION,12343 SW 123 TER,ROOF,APPROVED,Jhan Pineiro  Bernal,APPROVED,Roof,33186
2025-06-02,2025040524,1,4,FINAL,6000 SW 118 AVE,ROOF,"REJECTED , NOTICE COMMENCEMENT",Russell Van  Baush,REJECTED,Final,33175
2025-05-30,2025041481,2,20,FINAL,10305 SW 149 TER,BLDG,APPROVED,Roger Andrade,APPROVED,Final,33176
2025-05-30,2024070499,4,4,FINAL,8965 SW 56 TER,ELEC,APPROVED,Rey Rubio,APPROVED,Final,33165
2025-05-30,2025029032,3,3,SEWER AND RELAY/WATER SERVICE,13249 SW 189 TER,PLUM,APPROVED,Horacio Cruz,APPROVED,Plumbing/Pool/Service,34432
2025-05-30,2025033641,11,21,FINAL,10361 N KENDALL DR,ELEC,APPROVED,Elton Suarez,APPROVED,Final,33176
2025-05-30,2025035175,2,7,CAP SHEET INSTALLATION,9375 SW 98 ST,ROOF,APPROVED,Christopher Suleman,APPROVED,Roof,33176
2025-05-30,2025030997,1,16,CAP SHEET INSTALLATION,12045 SW 126 ST,ROOF,CORRECTIONS REQUIRED,Jhan Pineiro  Bernal,REJECTED,Roof,33186
2025-05-30,2024055720,10,6,FRAMING/FIRE STOPPING WINDOWS,1166 SW 140 PL,BLDG,CORRECTIONS REQUIRED,Marisol Hernandez,REJECTED,Framing/Drywall,33184
2025-05-30,2025033643,0,14,FINAL,10369 N KENDALL DR,ELEC,APPROVED,Elton Suarez,APPROVED,Final,33176
2025-05-30,2025041167,24,31,FRAMING/FIRE STOPPING WINDOWS,19463 SW 340 ST,BLDG,APPRVD PARTIAL/EXTRA INSP REQ,Peter Bolt,APPROVED,Framing/Drywall,33034
2025-06-02,2025044185,7,1,TIME OF INSTALLATION,2404 SW 104 CT,ROOF,REJECTED PLAN & PERMIT MISSING,Miguel Toledo,REJECTED,Pre-Construction/Anchors,33165
2025-05-30,2025020570,0,178,CHECK SPECIAL INSPECTOR LOG,4510 SW 68 CT CIR 2,BLDG,APPROVED,Jean  Socrate Devilme,APPROVED,Administrative/Other,34476
2025-05-30,2025023687,11,9,BUCK AND FASTENER,8745 SW 21 TER,BLDG,APPROVED,Angel Castro,APPROVED,Pre-Construction/Anchors,33165
2025-06-02,2025040524,1,4,FINAL,6000 SW 118 AVE,ROOF,"REJECTED , NOTICE COMMENCEMENT",Russell Van  Baush,REJECTED,Final,33175
2025-05-30,2025042427,8,21,TILE PLACING (INTERMEDIATE),19404 NW 83 CT,ROOF,CORRECTIONS REQUIRED,Joel Grillo,REJECTED,Framing/Drywall,33015
2025-05-30,2025045079,13,5,BEFORE ANCHOR SHEET IS COVERED,8440 SW 28 ST,ROOF,APPROVED,Gustavo Lucero,APPROVED,Pre-Construction/Anchors,33155
2025-05-30,2025044705,10,1,ROUGH/SLAB,16988 SW 290 TER,ELEC,APPRVD PARTIAL/EXTRA INSP REQ,Leo Fuentes,APPROVED,Rough/Structural,33030
2025-05-30,2025047648,11,20,FENCE FOUNDATION,1877 NW 93 ST,BLDG,APPROVED,Alexander Bedoya,APPROVED,Slab/Foundation,33147
2025-05-30,2025046883,13,9,ROUGH,9901 SW 143 ST,ELEC,APPROVED PARTIAL,Alejandro Ordonez,APPROVED,Rough/Structural,33176
2025-06-02,2025038159,3,15,FINAL,679 NW 123 PL,ROOF,REJECTED NOT ACCESSIBLE,Russell Van  Baush,REJECTED,Final,33182
2025-05-30,2024057087,1,17,FINAL,13375 SW 46 TER,PLUM,APPROVED PARTIAL,Troy Terry,APPROVED,Final,34476
2025-05-30,2025000561,3,15,GROUND ROUGH,9850 SW 44 ST,PLUM,REJECTED WORK CONCEALED,Troy Terry,REJECTED,Rough/Structural,33165
2025-05-30,2025043030,1,22,FENCE FOUNDATION,20615 NE 9 CT,BLDG,APPROVED,Hugo Morales,APPROVED,Slab/Foundation,33179
2025-05-30,2025030470,3,2,FOUNDATION/MONOLITHIC SLAB,1 OPF 4101 NW 145 ST,BLDG,PARTIAL APPROVE COMPLX STRUCT,Saleem Koliwala,APPROVED,Slab/Foundation,33054
2025-05-30,2025002327,0,1,C/O,3451 NW 79 ST,ZONE,APPROVED,Marnisha Dingle,APPROVED,Occupancy Cert.,33147
2025-05-30,2025044234,2,28,TIME OF INSTALLATION,16110 SW 108 AVE,ROOF,CANCELLATION BY INTERNET,Everildo Perez,CANCELLED,Pre-Construction/Anchors,33157
2025-06-02,2025038159,3,15,FINAL,679 NW 123 PL,ROOF,REJECTED NOT ACCESSIBLE,Russell Van  Baush,REJECTED,Final,33182
2025-05-30,2025036659,10,5,BUCK AND FASTENER,8303 SW 142 AVE D-106,BLDG,APPROVED,Carlos Bolanos,APPROVED,Pre-Construction/Anchors,33183
2025-05-30,2025045875,23,1,FINAL,3624 NW 106 ST,ROOF,REJECTED NOT ACCESSIBLE,Vincent Carr,REJECTED,Final,33147
2025-06-02,2025034601,19,7,BUCK AND FASTENER,10688 SW 76 TER,BLDG,APPROVED,Marisol Hernandez,APPROVED,Pre-Construction/Anchors,33173
2025-05-30,2025046585,4,24,FENCE FOUNDATION,21610 SW 108 CT,BLDG,REJECTED WORK CONCEALED,Pedro Clemente,REJECTED,Slab/Foundation,33170
2025-05-30,2024015408,1,7,FINAL,24655 SW 119 AVE,PLUM,APPROVED,Horacio Cruz,APPROVED,Final,32618
2025-05-30,2025040225,1,23,BEFORE ANCHOR SHEET IS COVERED,14590 SW 98 AVE,ROOF,APPROVED,Everildo Perez,APPROVED,Pre-Construction/Anchors,32608
2025-05-30,2025041924,27,26,FOUNDATION/MONOLITHIC SLAB,19571 SW 339 TER,BLDG,APPROVED,Peter Bolt,APPROVED,Slab/Foundation,33035
2025-05-30,2025033648,17,23,FINAL,10395 N KENDALL DR,ELEC,APPROVED,Elton Suarez,APPROVED,Final,33176
2025-05-30,2025036446,5,29,ROOF TRUSS/PERM BRACING/SHEATH,16262 SW 147 PL,BLDG,APPRVD PARTIAL/EXTRA INSP REQ,Carlos Bolanos,APPROVED,Roof,34432
2025-06-02,2025044185,7,1,TIME OF INSTALLATION,2404 SW 104 CT,ROOF,REJECTED PLAN & PERMIT MISSING,Miguel Toledo,REJECTED,Pre-Construction/Anchors,33165
2025-05-30,2025046597,9,3,STEEL & MAIN DRAIN,4620 SW 82 PL,BLDG,APPROVED,Felix Barrios,APPROVED,Framing/Drywall,33025
2025-06-02,2025040289,2,20,FINAL,3790 SW 141 AVE,ROOF,APPROVED,Russell Van  Baush,APPROVED,Final,33027
2025-05-30,2025034199,2,3,TIE BEAM/REINFORCING,1 OPF 14225 AVIATION DR,BLDG,PARTIAL APPROVE COMPLX STRUCT,Saleem Koliwala,APPROVED,Slab/Foundation,33014
2025-05-30,2025047288,3,31,CAP SHEET INSTALLATION,20212 SW 128 CT,ROOF,INSPECTION CANCELLATION,Everildo Perez,CANCELLED,Roof,33177
2025-05-30,2022074266,3,10,POOL BARRIER,9470 SW 117 TER,BLDG,APPROVED,Roger Andrade,APPROVED,Plumbing/Pool/Service,33176
2025-05-30,2025020438,1,17,CAP SHEET INSTALLATION,6360 SW 113 CT,ROOF,APPROVED,Christopher Suleman,APPROVED,Roof,33173
2025-05-30,2024028652,17,12,SLAB,8190 SW 78 ST,BLDG,INSPECTION CANCELLATION,Roger Andrade,CANCELLED,Slab/Foundation,33143
2025-05-30,2024031767,1,2,FINAL,4980 SW 64 AVE,ELEC,APPROVED,Rey Rubio,APPROVED,Final,33155
2025-05-30,2025038479,20,24,FINAL,5111 SW 102 CT,ELEC,APPROVED,Elton Suarez,APPROVED,Final,33165
2025-05-30,2025047196,8,3,PRESSURE TEST,8941 SW 52 ST,PLUM,APPROVED,Kevin OConnor,APPROVED,Plumbing/Pool/Service,34481
2025-05-30,2025015603,2,2,ROUGH,1190 N CRUISE BLVD,ELEC,REJECTED REVISE PLANS REQ,Robert Cutie,REJECTED,Rough/Structural,33132
2025-05-30,2025034122,1,4,FENCE FOUNDATION,14752 SW 90 TER,BLDG,APPROVED,Carlos Bolanos,APPROVED,Slab/Foundation,33196
2025-05-30,2025028678,2,16,ROUGH,18750 SW 169 AVE,PLUM,APPROVED,Lazaro Chavez,APPROVED,Rough/Structural,33187
2025-05-30,2025037162,6,25,ROOF TRUSS/PERM BRACING/SHEATH,16242 SW 147 PL,BLDG,APPRVD PARTIAL/EXTRA INSP REQ,Carlos Bolanos,APPROVED,Roof,34432
2025-05-30,2025042307,14,15,SLAB,7900 SW 78 ST,BLDG,APPROVED,Roger Andrade,APPROVED,Slab/Foundation,33143
2025-05-30,2025032722,1,6,FINAL,1201 NE 199 ST,PLUM,APPROVED PARTIAL,Anthony Trujillo,APPROVED,Final,33179
2025-05-30,2025027818,4,19,FINAL,10224 SW 87 CT,PLUM,APPROVED,Kevin OConnor,APPROVED,Final,33176
2025-05-30,2025047003,5,19,FENCE FOUNDATION,26861 SW 145 AVENUE RD,BLDG,APPROVED,Pedro Clemente,APPROVED,Slab/Foundation,33032
2025-05-30,2025015603,2,2,ROUGH,1190 N CRUISE BLVD,ELEC,REJECTED REVISE PLANS REQ,Robert Cutie,REJECTED,Rough/Structural,33132
2025-05-30,2025017257,1,15,CAP SHEET INSTALLATION,14651 SW 141 PL,ROOF,APPROVED,Jhan Pineiro  Bernal,APPROVED,Roof,33186
2025-05-30,2025047986,12,5,BEFORE ANCHOR SHEET IS COVERED,1330 NE 209 TER,ROOF,APPROVED PARTIAL,Joel Grillo,APPROVED,Pre-Construction/Anchors,33179
2025-05-30,2025026673,3,1,FRAMING/FIRE STOPPING WINDOWS,16110 SW 111 TER,BLDG,INSPECTION CANCELLATION,Carlos Bolanos,CANCELLED,Framing/Drywall,33196
2025-05-30,2025015600,21,4,SLAB,3811 NW 23 CT,BLDG,APPRVD PARTIAL/EXTRA INSP REQ,Alexander Bedoya,APPROVED,Slab/Foundation,33142
2025-05-30,2025041442,2,17,FINAL,13692 SW 260 LN,ROOF,CORRECTIONS REQUIRED,Charles Walton,REJECTED,Final,33032
2025-05-30,2025027184,3,6,FINAL,1028 NW 100 TER,ROOF,CANCELLATION BY INTERNET,Vincent Carr,CANCELLED,Final,34475
2025-05-30,2025045726,7,16,FENCE FOUNDATION,13005 SW 104 TER,BLDG,NOT READY FOR INSPECTION,Carlos Bolanos,OTHER,Slab/Foundation,33186
2025-05-30,2025047298,9,4,TIME OF INSTALLATION,16045 SW 147 CT,ROOF,APPROVED,Jhan Pineiro  Bernal,APPROVED,Pre-Construction/Anchors,33187
2025-05-30,2025037579,7,6,WORK WITH,6655 SW 118 AVE,ELEC,APPROVED,Rey Rubio,APPROVED,Temporary/Test,33175
2025-05-30,2025041263,3,2,TIME OF INSTALLATION,221 NE 199 TER,ROOF,CORRECTIONS REQUIRED,Joel Grillo,REJECTED,Pre-Construction/Anchors,33179
2025-05-30,2024054986,7,2,ROUGH,21850 OLD DIXIE HWY,ELEC,FIELD CHECK ONLY,Ronald Smith,OTHER,Rough/Structural,33455
2025-05-30,2022000617,18,11,LATHING/FIREWALL/DRYWALL INSPE,2940 NW 69 ST,BLDG,APPRVD PARTIAL/EXTRA INSP REQ,Alexander Bedoya,APPROVED,Framing/Drywall,33147
2025-05-30,2025032951,1,1,FINAL,1 MIA SUBWAY CONCOURD E,PLUM,APPROVED,Alexander Blanco,APPROVED,Final,
2025-05-30,2025036085,8,14,FINAL,12230 NW 21 PL,ROOF,APPROVED,Vincent Carr,APPROVED,Final,33167
2025-05-30,2025046073,6,12,CAP SHEET INSTALLATION,15723 SW 138 PL,ROOF,APPROVED,Jhan Pineiro  Bernal,APPROVED,Roof,33177
2025-05-30,2025038299,9,25,BEFORE ANCHOR SHEET IS COVERED,12100 SW 129 CT,ROOF,REJECTED SUPPLEMENT PERMIT REQ,Jhan Pineiro  Bernal,REJECTED,Pre-Construction/Anchors,33186
2025-05-30,2025002513,0,1,C/O,13155 SW 134 ST UNIT #223,ZONE,APPROVED,Harold Arencibia,APPROVED,Occupancy Cert.,33186
2025-05-30,2025047808,5,18,GROUND ROUGH,1970 NW 55 TER,PLUM,APPROVED,Anthony Trujillo,APPROVED,Rough/Structural,32605
2025-05-30,2024054986,7,2,ROUGH,21850 OLD DIXIE HWY,ELEC,FIELD CHECK ONLY,Ronald Smith,OTHER,Rough/Structural,33455
2025-05-30,2022000617,18,11,LATHING/FIREWALL/DRYWALL INSPE,2940 NW 69 ST,BLDG,APPRVD PARTIAL/EXTRA INSP REQ,Alexander Bedoya,APPROVED,Framing/Drywall,33147
2025-05-30,2025032951,1,1,FINAL,1 MIA SUBWAY CONCOURD E,PLUM,APPROVED,Alexander Blanco,APPROVED,Final,
2025-05-30,2025020612,10,6,ROUGH,7620 NW 25 ST 9,ELEC,APPROVED,Gizelle Andrews,APPROVED,Rough/Structural,33122
2025-05-30,2025030997,1,16,CAP SHEET INSTALLATION,12045 SW 126 ST,ROOF,CORRECTIONS REQUIRED,Jhan Pineiro  Bernal,REJECTED,Roof,33186
2025-05-30,2025045875,23,1,FINAL,3624 NW 106 ST,ROOF,REJECTED NOT ACCESSIBLE,Vincent Carr,REJECTED,Final,33147
2025-05-30,2025000253,0,1,C/O,11650 SW 152 ST,ZONE,APPROVED,Harold Arencibia,APPROVED,Occupancy Cert.,33157
2025-05-30,2025043710,1,19,GROUND ROUGH,33828 SW 194 PL,PLUM,APPROVED,Horacio Cruz,APPROVED,Rough/Structural,33034
2025-05-30,2024054986,7,2,ROUGH,21850 OLD DIXIE HWY,ELEC,FIELD CHECK ONLY,Ronald Smith,OTHER,Rough/Structural,33455
2025-05-30,2022000617,18,11,LATHING/FIREWALL/DRYWALL INSPE,2940 NW 69 ST,BLDG,APPRVD PARTIAL/EXTRA INSP REQ,Alexander Bedoya,APPROVED,Framing/Drywall,33147
2025-05-30,2024009685,4,2,FINAL,15705 SW 127 AVE,ELEC,PARTIAL APPROVE COMPLX STRUCT,Alejandro Ordonez,APPROVED,Final,33170
2025-05-30,2025020612,10,6,ROUGH,7620 NW 25 ST 9,ELEC,APPROVED,Gizelle Andrews,APPROVED,Rough/Structural,33122
2025-05-30,2024054986,7,2,ROUGH,21850 OLD DIXIE HWY,ELEC,FIELD CHECK ONLY,Ronald Smith,OTHER,Rough/Structural,33455
2025-05-30,2024047754,1,3,COMPLAINT,9670 NW 112 AVE,MECH,INSPECTION CANCELLATION,Luigi Chinea,CANCELLED,Other,33178
2025-05-30,2023074441,1,8,FINAL,1 MIAD TERMINAL E-2ND LEVEL,MECH,INSPECTION CANCELLATION,Eusebio Aguilar-Godoy,CANCELLED,Final,33142
2025-05-30,2022000617,18,11,LATHING/FIREWALL/DRYWALL INSPE,2940 NW 69 ST,BLDG,APPRVD PARTIAL/EXTRA INSP REQ,Alexander Bedoya,APPROVED,Framing/Drywall,33147
